primary_key,id,t,sensor3
372,7,21,-0.35550934
373,7,22,-0.34374131
374,7,23,-0.34374131
375,7,24,-0.34374131
376,7,25,-0.35550934
377,7,26,-0.37904541
378,7,27,-0.4084655
379,7,28,-0.45553764
380,7,29,-0.50260978
381,7,30,-0.54379791
382,7,31,-0.573218
383,7,32,-0.59087005
384,7,33,-0.59675407
385,7,34,-0.59675407
386,7,35,-0.59675407
387,7,36,-0.58498603
388,7,37,-0.54968193
389,7,38,-0.49672577
390,7,39,-0.43788559
391,7,40,-0.37904541
392,7,41,-0.3084372
393,7,42,-0.23782899
394,7,43,-0.16133676
395,7,44,-0.10249658
396,7,45,-0.067192478
397,7,46,-0.055424443
398,7,47,-0.078960513
399,7,48,-0.19664087
400,7,49,-0.24959703
401,8,0,-0.83931832
402,8,1,-0.82754314
403,8,2,-0.80713282
404,8,3,-0.77887238
405,8,4,-0.74590186
406,8,5,-0.71175383
407,8,6,-0.67878332
408,8,7,-0.65013037
409,8,8,-0.63089757
410,8,9,-0.62265494
411,8,10,-0.62108492
412,8,11,-0.62147743
413,8,12,-0.62265494
414,8,13,-0.62343996
415,8,14,-0.62304745
416,8,15,-0.62147743
417,8,16,-0.62069241
418,8,17,-0.62069241
419,8,18,-0.62226244
420,8,19,-0.62343996
421,8,20,-0.62265494
422,8,21,-0.61598234
423,8,22,-0.59596453
424,8,23,-0.55867645
425,8,24,-0.50882817
426,8,25,-0.45623235
427,8,26,-0.40520656
428,8,27,-0.35810582
429,8,28,-0.31885521
430,8,29,-0.2796046
431,8,30,-0.24035399
432,8,31,-0.20110338
433,8,32,-0.1579277
434,8,33,-0.12652721
435,8,34,-0.10690191
436,8,35,-0.099051787
437,8,36,-0.099051787
438,8,37,-0.10297685
439,8,38,-0.11867709
440,8,39,-0.1579277
441,8,40,-0.20110338
442,8,41,-0.23250387
443,8,42,-0.24427905
444,8,43,-0.24820411
445,8,44,-0.25605423
446,8,45,-0.24820411
447,8,46,-0.23642893
448,8,47,-0.29922991
449,8,48,-0.32278027
450,8,49,-0.28352966
451,9,0,-0.77761138
452,9,1,-0.77417256
453,9,2,-0.77038985
454,9,3,-0.76591939
455,9,4,-0.75904175
456,9,5,-0.74975693
457,9,6,-0.73737718
458,9,7,-0.72121473
459,9,8,-0.70505227
460,9,9,-0.69576746
461,9,10,-0.69370417
462,9,11,-0.69404805
463,9,12,-0.69783075
464,9,13,-0.7064278
465,9,14,-0.71708814
466,9,15,-0.72499743
467,9,16,-0.7294679
468,9,17,-0.73153119
469,9,18,-0.73221895
470,9,19,-0.73221895
471,9,20,-0.73118731
472,9,21,-0.72637296
473,9,22,-0.71502485
474,9,23,-0.69714299
475,9,24,-0.67547842
476,9,25,-0.65278221
477,9,26,-0.63111764
478,9,27,-0.61323578
479,9,28,-0.60119991
480,9,29,-0.59638556
481,9,30,-0.59535391
482,9,31,-0.59672944
483,9,32,-0.60257543
484,9,33,-0.61220413
485,9,34,-0.62320835
486,9,35,-0.63421258
487,9,36,-0.64005857
488,9,37,-0.64040245
489,9,38,-0.6280227
490,9,39,-0.60532649
491,9,40,-0.56853111
492,9,41,-0.54445937
493,9,42,-0.54514714
494,9,43,-0.56543618
495,9,44,-0.58744462
496,9,45,-0.58882015
497,9,46,-0.56062183
498,9,47,-0.49528425
499,9,48,-0.42134961
500,9,49,-0.38008377
501,10,0,-0.66418565
502,10,1,-0.6393778
503,10,2,-0.60111486
504,10,3,-0.54351021
505,10,4,-0.4762347
506,10,5,-0.4341875
507,10,6,-0.42157335
508,10,7,-0.42157335
509,10,8,-0.42998279
510,10,9,-0.45100638
511,10,10,-0.48464414
512,10,11,-0.50987245
513,10,12,-0.52669133
514,10,13,-0.54351021
515,10,14,-0.55612436
516,10,15,-0.56873852
517,10,16,-0.57714796
518,10,17,-0.5779889
519,10,18,-0.57714796
520,10,19,-0.56873852
521,10,20,-0.54351021
522,10,21,-0.50566773
523,10,22,-0.45941582
524,10,23,-0.41316391
525,10,24,-0.36270728
526,10,25,-0.31225065
527,10,26,-0.26179402
528,10,27,-0.22395154
529,10,28,-0.20292795
530,10,29,-0.19872323
531,10,30,-0.20292795
532,10,31,-0.21133738
533,10,32,-0.24497514
534,10,33,-0.29543177
535,10,34,-0.35429784
536,10,35,-0.40895919
537,10,36,-0.45100638
538,10,37,-0.48043942
539,10,38,-0.49305357
540,10,39,-0.49725829
541,10,40,-0.48043942
542,10,41,-0.37952615
543,10,42,-0.24077042
544,10,43,-0.16929019
545,10,44,-0.16088075
546,10,45,-0.29543177
547,10,46,-0.48464414
548,10,47,-0.56873852
549,10,48,-0.57882985
550,10,49,-0.49725829
551,11,0,-0.90376622
552,11,1,-0.93427734
553,11,2,-0.94702826
554,11,3,-0.95613606
555,11,4,-0.96569925
556,11,5,-0.97571783
557,11,6,-0.99438881
558,11,7,-1.0262661
559,11,8,-1.0558665
560,11,9,-1.065885
561,11,10,-1.0636081
562,11,11,-1.0426601
563,11,12,-1.0007643
564,11,13,-0.95795762
565,11,14,-0.91879409
566,11,15,-0.88145211
567,11,16,-0.86004879
568,11,17,-0.85549489
569,11,18,-0.85595028
570,11,19,-0.85868262
571,11,20,-0.86596885
572,11,21,-0.88327367
573,11,22,-0.90057849
574,11,23,-0.90331083
575,11,24,-0.89511381
576,11,25,-0.86369191
577,11,26,-0.81997447
578,11,27,-0.77215853
579,11,28,-0.72252103
580,11,29,-0.67106197
581,11,30,-0.62279063
582,11,31,-0.59227951
583,11,32,-0.58317171
584,11,33,-0.58772561
585,11,34,-0.62233524
586,11,35,-0.64556013
587,11,36,-0.6514802
588,11,37,-0.63235382
589,11,38,-0.58772561
590,11,39,-0.53307882
591,11,40,-0.51486322
592,11,41,-0.54218662
593,11,42,-0.54674051
594,11,43,-0.51030932
595,11,44,-0.48753982
596,11,45,-0.47387813
597,11,46,-0.38735404
598,11,47,-0.25073706
599,11,48,-0.13688958
600,11,49,-0.095904485
601,12,0,-1.0216963
602,12,1,-0.97115952
603,12,2,-0.94456124
604,12,3,-0.948285
605,12,4,-0.95786038
606,12,5,-0.95413662
607,12,6,-0.93498586
608,12,7,-0.90998347
609,12,8,-0.88498108
610,12,9,-0.86157459
611,12,10,-0.84295579
612,12,11,-0.83391238
613,12,12,-0.82912469
614,12,13,-0.81582554
615,12,14,-0.78497153
616,12,15,-0.75092573
617,12,16,-0.72911514
618,12,17,-0.72379548
619,12,18,-0.73443479
620,12,19,-0.74560607
621,12,20,-0.74667
622,12,21,-0.73496676
623,12,22,-0.70783651
624,12,23,-0.69187754
625,12,24,-0.69187754
626,12,25,-0.70251685
627,12,26,-0.69187754
628,12,27,-0.64400063
629,12,28,-0.54292714
630,12,29,-0.46313229
631,12,30,-0.45249298
632,12,31,-0.48973058
633,12,32,-0.52164852
634,12,33,-0.63868097
635,12,34,-0.68655788
636,12,35,-0.67591857
637,12,36,-0.66527925
638,12,37,-0.69719719
639,12,38,-0.74241428
640,12,39,-0.76741667
641,12,40,-0.78231171
642,12,41,-0.77220436
643,12,42,-0.73975445
644,12,43,-0.69187754
645,12,44,-0.64932028
646,12,45,-0.60144337
647,12,46,-0.5854844
648,12,47,-0.58016474
649,12,48,-0.56952543
650,12,49,-0.51632886
651,13,0,-0.89037454
652,13,1,-0.88034029
653,13,2,-0.88644809
654,13,3,-0.90695285
655,13,4,-0.93182033
656,13,5,-0.9383644
657,13,6,-0.93487423
658,13,7,-0.91960473
659,13,8,-0.89953624
660,13,9,-0.89081081
661,13,10,-0.89037454
662,13,11,-0.89255589
663,13,12,-0.89255589
664,13,13,-0.88862945
665,13,14,-0.87728639
666,13,15,-0.86070807
667,13,16,-0.84412975
668,13,17,-0.83453178
669,13,18,-0.83278669
670,13,19,-0.83365924
671,13,20,-0.83453178
672,13,21,-0.83365924
673,13,22,-0.82580635
674,13,23,-0.81402702
675,13,24,-0.80791922
676,13,25,-0.80573786
677,13,26,-0.80137514
678,13,27,-0.78436055
679,13,28,-0.73898831
680,13,29,-0.6748564
681,13,30,-0.62468517
682,13,31,-0.60767058
683,13,32,-0.61159702
684,13,33,-0.66264079
685,13,34,-0.72284627
686,13,35,-0.76560088
687,13,36,-0.78915954
688,13,37,-0.79963006
689,13,38,-0.80704667
690,13,39,-0.81664465
691,13,40,-0.82100736
692,13,41,-0.81620837
693,13,42,-0.80137514
694,13,43,-0.77432631
695,13,44,-0.73680695
696,13,45,-0.70016015
697,13,46,-0.67223877
698,13,47,-0.6486801
699,13,48,-0.61901364
700,13,49,-0.56796987
701,14,0,-0.55467941
702,14,1,-0.55052398
703,14,2,-0.52974679
704,14,3,-0.51312505
705,14,4,-0.50481418
706,14,5,-0.50065874
707,14,6,-0.50065874
708,14,7,-0.50481418
709,14,8,-0.51312505
710,14,9,-0.51312505
711,14,10,-0.50896961
712,14,11,-0.50065874
713,14,12,-0.48403699
714,14,13,-0.47572612
715,14,14,-0.47157068
716,14,15,-0.47157068
717,14,16,-0.47572612
718,14,17,-0.47157068
719,14,18,-0.46325981
720,14,19,-0.4507935
721,14,20,-0.44663807
722,14,21,-0.44663807
723,14,22,-0.45494894
724,14,23,-0.46325981
725,14,24,-0.46325981
726,14,25,-0.4507935
727,14,26,-0.40923914
728,14,27,-0.35106303
729,14,28,-0.30119779
730,14,29,-0.28457605
731,14,30,-0.28457605
732,14,31,-0.30535323
733,14,32,-0.35106303
734,14,33,-0.39261739
735,14,34,-0.41755001
736,14,35,-0.43417176
737,14,36,-0.44248263
738,14,37,-0.45494894
739,14,38,-0.47157068
740,14,39,-0.47988156
741,14,40,-0.49234787
742,14,41,-0.50065874
743,14,42,-0.48819243
744,14,43,-0.45494894
745,14,44,-0.42170545
746,14,45,-0.38846196
747,14,46,-0.36768477
748,14,47,-0.34690759
749,14,48,-0.31781954
750,14,49,-0.25133256
751,15,0,-0.49851222
752,15,1,-0.49815706
753,15,2,-0.49673641
754,15,3,-0.49318478
755,15,4,-0.48608153
756,15,5,-0.47897828
757,15,6,-0.46832341
758,15,7,-0.45411691
759,15,8,-0.44346203
760,15,9,-0.43280715
761,15,10,-0.42215228
762,15,11,-0.4114974
763,15,12,-0.3972909
764,15,13,-0.3830844
765,15,14,-0.37953278
766,15,15,-0.3830844
767,15,16,-0.39373928
768,15,17,-0.4114974
769,15,18,-0.41860065
770,15,19,-0.41860065
771,15,20,-0.4114974
772,15,21,-0.38663603
773,15,22,-0.35111977
774,15,23,-0.33336165
775,15,24,-0.32981002
776,15,25,-0.33336165
777,15,26,-0.35111977
778,15,27,-0.37953278
779,15,28,-0.3972909
780,15,29,-0.40439415
781,15,30,-0.40794578
782,15,31,-0.40794578
783,15,32,-0.4114974
784,15,33,-0.41860065
785,15,34,-0.43635878
786,15,35,-0.45056528
787,15,36,-0.46122016
788,15,37,-0.46832341
789,15,38,-0.46832341
790,15,39,-0.46832341
791,15,40,-0.46122016
792,15,41,-0.45056528
793,15,42,-0.4257039
794,15,43,-0.40794578
795,15,44,-0.40084253
796,15,45,-0.37598115
797,15,46,-0.34401652
798,15,47,-0.29429377
799,15,48,-0.19484826
800,15,49,-0.066989751
801,16,0,-0.64259236
802,16,1,-0.5695673
803,16,2,-0.49654223
804,16,3,-0.49654223
805,16,4,-0.52575226
806,16,5,-0.55009394
807,16,6,-0.54522561
808,16,7,-0.50141057
809,16,8,-0.43812217
810,16,9,-0.39917547
811,16,10,-0.38457046
812,16,11,-0.37483378
813,16,12,-0.36996544
814,16,13,-0.37483378
815,16,14,-0.40404381
816,16,15,-0.45272719
817,16,16,-0.50141057
818,16,17,-0.54522561
819,16,18,-0.57930397
820,16,19,-0.58904065
821,16,20,-0.57930397
822,16,21,-0.54522561
823,16,22,-0.54522561
824,16,23,-0.55983062
825,16,24,-0.57443563
826,16,25,-0.57443563
827,16,26,-0.55983062
828,16,27,-0.49654223
829,16,28,-0.39430713
830,16,29,-0.3650971
831,16,30,-0.40891215
832,16,31,-0.55496228
833,16,32,-0.65719738
834,16,33,-0.68251274
835,16,34,-0.68105223
836,16,35,-0.69127574
837,16,36,-0.73849862
838,16,37,-0.79886601
839,16,38,-0.84754939
840,16,39,-0.86994375
841,16,40,-0.85972024
842,16,41,-0.83440488
843,16,42,-0.78085316
844,16,43,-0.72876195
845,16,44,-0.69078891
846,16,45,-0.65719738
847,16,46,-0.62311901
848,16,47,-0.57930397
849,16,48,-0.50141057
850,16,49,-0.37483378
851,17,0,-0.39679341
852,17,1,-0.38203381
853,17,2,-0.37480462
854,17,3,-0.37359976
855,17,4,-0.37450341
856,17,5,-0.37751557
857,17,6,-0.38444354
858,17,7,-0.39408246
859,17,8,-0.40643233
860,17,9,-0.42209558
861,17,10,-0.44016856
862,17,11,-0.45703667
863,17,12,-0.46878411
864,17,13,-0.47541086
865,17,14,-0.47932668
866,17,15,-0.48203762
867,17,16,-0.48565222
868,17,17,-0.49107411
869,17,18,-0.49800209
870,17,19,-0.50493006
871,17,20,-0.50914709
872,17,21,-0.51065317
873,17,22,-0.51065317
874,17,23,-0.50944831
875,17,24,-0.50643614
876,17,25,-0.50462884
877,17,26,-0.50462884
878,17,27,-0.50854466
879,17,28,-0.51968966
880,17,29,-0.52993101
881,17,30,-0.53444926
882,17,31,-0.53475047
883,17,32,-0.52993101
884,17,33,-0.51366533
885,17,34,-0.49800209
886,17,35,-0.48836316
887,17,36,-0.48203762
888,17,37,-0.47480843
889,17,38,-0.46155491
890,17,39,-0.43655396
891,17,40,-0.40372139
892,17,41,-0.36155111
893,17,42,-0.31305528
894,17,43,-0.26516189
895,17,44,-0.23112445
896,17,45,-0.2190758
897,17,46,-0.21606364
898,17,47,-0.2190758
899,17,48,-0.23112445
900,17,49,-0.25823392
901,18,0,-1.2043557
902,18,1,-1.2019619
903,18,2,-1.1989695
904,18,3,-1.1971742
905,18,4,-1.1971742
906,18,5,-1.1989695
907,18,6,-1.2043557
908,18,7,-1.216325
909,18,8,-1.2312866
910,18,9,-1.2408621
911,18,10,-1.2432559
912,18,11,-1.2426575
913,18,12,-1.2372713
914,18,13,-1.2217112
915,18,14,-1.1941818
916,18,15,-1.1630617
917,18,16,-1.1391231
918,18,17,-1.1253584
919,18,18,-1.1187753
920,18,19,-1.114586
921,18,20,-1.1103967
922,18,21,-1.1032152
923,18,22,-1.0852612
924,18,23,-1.0445656
925,18,24,-0.96616671
926,18,25,-0.84048908
927,18,26,-0.67112352
928,18,27,-0.46764546
929,18,28,-0.2521981
930,18,29,-0.054704689
931,18,30,0.094911532
932,18,31,0.17869662
933,18,32,0.20861986
934,18,33,0.21460451
935,18,34,0.17271197
936,18,35,0.0051417992
937,18,36,-0.2521981
938,18,37,-0.46166081
939,18,38,-0.62324633
940,18,39,-0.7429393
941,18,40,-0.81834588
942,18,41,-0.85305684
943,18,42,-0.87220772
944,18,43,-0.86861693
945,18,44,-0.83989062
946,18,45,-0.77286255
947,18,46,-0.68907746
948,18,47,-0.59930773
949,18,48,-0.50355335
950,18,49,-0.41976827
951,19,0,-0.60073672
952,19,1,-0.60614649
953,19,2,-0.61155626
954,19,3,-0.61155626
955,19,4,-0.61696603
956,19,5,-0.6223758
957,19,6,-0.62778557
958,19,7,-0.62778557
959,19,8,-0.62778557
960,19,9,-0.62778557
961,19,10,-0.62778557
962,19,11,-0.6223758
963,19,12,-0.61696603
964,19,13,-0.61696603
965,19,14,-0.61696603
966,19,15,-0.61696603
967,19,16,-0.6223758
968,19,17,-0.62778557
969,19,18,-0.63319534
970,19,19,-0.63319534
971,19,20,-0.63319534
972,19,21,-0.63319534
973,19,22,-0.62778557
974,19,23,-0.62778557
975,19,24,-0.62778557
976,19,25,-0.63319534
977,19,26,-0.63319534
978,19,27,-0.63860511
979,19,28,-0.64401488
980,19,29,-0.64942465
981,19,30,-0.64942465
982,19,31,-0.64942465
983,19,32,-0.64942465
984,19,33,-0.64401488
985,19,34,-0.63319534
986,19,35,-0.6223758
987,19,36,-0.61696603
988,19,37,-0.61155626
989,19,38,-0.60614649
990,19,39,-0.60614649
991,19,40,-0.60073672
992,19,41,-0.58991718
993,19,42,-0.56286833
994,19,43,-0.4979511
995,19,44,-0.3897557
996,19,45,-0.24910169
997,19,46,-0.13008676
998,19,47,-0.10303791
999,19,48,-0.15172584
1000,19,49,-0.24369192
1001,20,0,-0.90701793
1002,20,1,-0.910461
1003,20,2,-0.92021636
1004,20,3,-0.9259548
1005,20,4,-0.9259548
1006,20,5,-0.92480712
1007,20,6,-0.92423327
1008,20,7,-0.92423327
1009,20,8,-0.92480712
1010,20,9,-0.92825018
1011,20,10,-0.93456247
1012,20,11,-0.94489168
1013,20,12,-0.95923779
1014,20,13,-0.9735839
1015,20,14,-0.98219157
1016,20,15,-0.98448695
1017,20,16,-0.98333926
1018,20,17,-0.97645313
1019,20,18,-0.96095932
1020,20,19,-0.9425963
1021,20,20,-0.92480712
1022,20,21,-0.90587024
1023,20,22,-0.88176877
1024,20,23,-0.85135501
1025,20,24,-0.81290742
1026,20,25,-0.76355679
1027,20,26,-0.69584313
1028,20,27,-0.59828955
1029,20,28,-0.47204375
1030,20,29,-0.32284416
1031,20,30,-0.17938301
1032,20,31,-0.0646141
1033,20,32,-0.001491197
1034,20,33,0.01572414
1035,20,34,0.01572414
1036,20,35,-0.035921871
1037,20,36,-0.17938301
1038,20,37,-0.36301328
1039,20,38,-0.51221287
1040,20,39,-0.61550489
1041,20,40,-0.67862779
1042,20,41,-0.71305847
1043,20,42,-0.72453536
1044,20,43,-0.73601225
1045,20,44,-0.7417507
1046,20,45,-0.7417507
1047,20,46,-0.70732002
1048,20,47,-0.64419712
1049,20,48,-0.55238199
1050,20,49,-0.39170551
1051,21,0,-0.084348059
1052,21,1,-0.084348059
1053,21,2,-0.093052063
1054,21,3,-0.10610807
1055,21,4,-0.13222008
1056,21,5,-0.1713881
1057,21,6,-0.21490812
1058,21,7,-0.25407614
1059,21,8,-0.28454015
1060,21,9,-0.30630016
1061,21,10,-0.31500417
1062,21,11,-0.31935617
1063,21,12,-0.31935617
1064,21,13,-0.31935617
1065,21,14,-0.31935617
1066,21,15,-0.31500417
1067,21,16,-0.31500417
1068,21,17,-0.31500417
1069,21,18,-0.31500417
1070,21,19,-0.31935617
1071,21,20,-0.33241217
1072,21,21,-0.34546818
1073,21,22,-0.36287619
1074,21,23,-0.37158019
