primary_key,id,t,sensor1,sensor2
285,9,14,-0.95791379,1.2147266
286,9,15,-1.1294229,1.0991678
287,9,16,-0.9333856,0.7950849
288,9,17,-0.58903566,0.50627013
289,9,18,-0.58371528,0.18444124
290,9,19,-1.1014271,-0.12576009
291,9,20,0.95476609,-0.45280642
292,9,21,0.4677592,-0.63710925
293,9,22,0.70443666,-0.69369002
294,9,23,0.57508016,-0.38478333
295,9,24,0.7102151,-0.44492853
296,9,25,0.91155929,-0.57457002
297,9,26,1.2105112,1.8665223
298,9,27,0.36599212,1.4494457
299,9,28,0.90830843,1.218625
300,9,29,0.87728523,0.57263686
301,10,0,-0.65330839,1.5809436
302,10,1,-1.2951848,4.385019
303,10,2,-0.45738382,4.0157144
304,10,3,-1.0920364,3.7885459
305,10,4,-1.6823461,3.1763812
306,10,5,-0.46181073,2.947596
307,10,6,-0.099362417,2.2208995
308,10,7,-0.83480913,1.4949352
309,10,8,-0.63588089,-0.94040567
310,10,9,-1.0005826,-1.1082039
311,10,10,-0.70228705,-0.98866827
312,10,11,-1.2797759,-1.0428827
313,10,12,-0.44286476,-1.0344326
314,10,13,-0.3440623,-1.0438034
315,10,14,-0.2339989,-0.67408123
316,10,15,0.1510754,-0.70444145
317,10,16,-1.1041234,-0.59798341
318,10,17,-0.39498416,-0.4548397
319,10,18,-0.43615021,0.087544025
320,10,19,-0.34559941,0.16916244
321,10,20,-0.28136512,0.40621949
322,10,21,-1.5286384,0.52925386
323,10,22,-0.32386013,0.52261883
324,10,23,-0.049352715,0.25392285
325,10,24,-0.37726411,-0.52045691
326,10,25,-0.7631592,-0.7979371
327,10,26,-1.0340353,1.671699
328,10,27,-0.33223679,1.5215646
329,10,28,-0.28020547,1.4462963
330,10,29,-0.13788494,0.82838151
331,11,0,-0.54187618,1.5518234
332,11,1,-1.016107,4.3910906
333,11,2,-1.0799024,3.965135
334,11,3,-1.1856653,3.826927
335,11,4,-0.79245206,3.2049379
336,11,5,-0.7545928,2.9365054
337,11,6,-0.057041218,2.2558902
338,11,7,-0.43711047,1.5354929
339,11,8,-1.071181,-0.83579175
340,11,9,-1.4760344,-0.90548356
341,11,10,0.47155477,-0.89372784
342,11,11,-1.3671025,-0.94274258
343,11,12,-0.60705672,-1.0117915
344,11,13,-0.48991875,-0.99974333
345,11,14,-0.45555956,-0.81083953
346,11,15,-0.12168338,-0.82157215
347,11,16,0.11616472,-0.46371248
348,11,17,-0.45235069,-0.19136096
349,11,18,-1.0259192,-0.09861953
350,11,19,-0.24586055,0.17339543
351,11,20,-0.42968726,0.54517632
352,11,21,-0.2687588,0.47777698
353,11,22,-0.2634656,0.57006945
354,11,23,-1.2946923,0.40707723
355,11,24,-1.2626041,-0.47098358
356,11,25,-0.50661322,-0.81994326
357,11,26,-0.70429625,1.6480997
358,11,27,-0.45876713,1.5231257
359,11,28,-0.10284621,1.4262681
360,11,29,-0.18754201,0.7943362
361,12,0,-1.9453272,1.5765373
362,12,1,-1.4498402,3.5510715
363,12,2,-1.4889456,3.208341
364,12,3,-1.8004841,3.0489064
365,12,4,-2.3130602,2.6195927
366,12,5,-1.7720853,2.5335899
367,12,6,-2.1548821,2.2295608
368,12,7,-1.3312254,1.9913692
369,12,8,-2.2651396,1.448427
370,12,9,-1.8002112,1.2273894
371,12,10,-1.5211081,1.0607845
372,12,11,-2.3136114,0.60186096
373,12,12,-1.561571,-0.33739473
374,12,13,-1.6647261,-0.37963139
375,12,14,-2.0304364,1.5386015
376,12,15,-1.8441364,1.4876553
377,12,16,-1.3269888,1.3332129
378,12,17,-1.1846436,1.2406999
379,12,18,-1.3397858,0.9571456
380,12,19,-1.5957733,0.75018203
381,12,20,-1.4135873,0.4412533
382,12,21,-1.6941628,0.052675218
383,12,22,-1.9501844,-0.29494008
384,12,23,-2.3001641,-0.6750512
385,12,24,0.74808219,-0.86382282
386,12,25,-0.57759913,-0.69259874
387,12,26,-0.42445897,2.0745685
388,12,27,0.94431756,1.7064748
389,12,28,0.29521697,1.5768617
390,12,29,-0.14963383,1.1043055
391,13,0,0.045628238,4.064052
392,13,1,-1.1299653,5.0051305
393,13,2,-0.52060748,4.4500364
394,13,3,-1.0671846,4.0526648
395,13,4,-1.3322887,2.8911927
396,13,5,-0.86241869,2.7555994
397,13,6,-1.0303567,2.2624024
398,13,7,-1.0694771,1.8301052
399,13,8,-0.28594248,0.36585491
400,13,9,-1.2188799,0.052451756
401,13,10,-0.2853232,-0.95973546
402,13,11,-0.26678976,-0.79351642
403,13,12,-0.23816393,-0.6989787
404,13,13,-0.52411757,-0.76063844
405,13,14,-0.91334663,0.051779111
406,13,15,-1.4738832,-0.16896268
407,13,16,-0.5042288,-0.50538296
408,13,17,-0.56962935,-0.51663428
409,13,18,-0.5336179,-0.58635832
410,13,19,-0.39170401,-0.53507379
411,13,20,-0.088669402,-0.36331271
412,13,21,-0.24544549,0.073630423
413,13,22,-0.48796857,0.42059853
414,13,23,-1.0758748,0.45031775
415,13,24,-0.77054165,-0.24224653
416,13,25,0.12178557,-0.64035681
417,13,26,-0.60312755,1.8226914
418,13,27,-0.7284997,1.3535775
419,13,28,-0.96412858,1.2164965
420,13,29,-1.4459043,0.58600328
421,14,0,-0.41319747,5.1854563
422,14,1,-0.40093457,5.0373163
423,14,2,-0.48202739,4.0086048
424,14,3,-1.4029714,4.3493322
425,14,4,-1.6825953,3.1197462
426,14,5,-0.88150431,2.735275
427,14,6,-0.96358359,2.3697639
428,14,7,-0.97870607,2.0824775
429,14,8,-1.3344809,1.2925376
430,14,9,0.088190119,1.0433417
431,14,10,-1.1303511,0.86734478
432,14,11,-1.3037927,0.38000102
433,14,12,-0.576292,-0.8372522
434,14,13,-0.80818222,-0.63095902
435,14,14,-0.76819006,1.0524182
436,14,15,-0.70830676,0.81107599
437,14,16,-0.63691403,0.34690709
438,14,17,-1.0719855,0.19406733
439,14,18,-1.2748177,-0.15538273
440,14,19,-1.514769,-0.52365343
441,14,20,-0.81623903,-0.67388172
442,14,21,-1.4044429,-0.65286872
443,14,22,-0.81263258,-0.56048598
444,14,23,-0.6779068,-0.11372104
445,14,24,-0.86784401,-0.28046218
446,14,25,-1.4520855,-0.46395112
447,14,26,-1.2336377,1.7816961
448,14,27,-0.56150592,1.2036296
449,14,28,-0.36480873,1.009399
450,14,29,-0.35453427,0.37658043
451,15,0,-1.6591204,3.5560642
452,15,1,-1.0013096,3.5364839
453,15,2,0.34228684,3.1978811
454,15,3,-1.2260096,3.1006739
455,15,4,-0.1731617,2.7443704
456,15,5,-1.4114839,2.6792792
457,15,6,-1.0705067,2.5108681
458,15,7,-0.74977327,2.4038988
459,15,8,-0.75264826,2.083134
460,15,9,-0.97470965,1.9858678
461,15,10,-1.1844693,1.5034445
462,15,11,-0.69375462,0.48542606
463,15,12,-0.67208712,-0.50851305
464,15,13,-1.2442349,-0.50850933
465,15,14,-0.70470835,2.0844012
466,15,15,-0.95562658,1.9287528
467,15,16,-0.91030487,1.5375923
468,15,17,-0.43087698,0.82577407
469,15,18,-1.0729946,0.20639391
470,15,19,-1.2600261,-0.39438567
471,15,20,-0.93508957,-0.54223541
472,15,21,-0.91345644,-0.4970198
473,15,22,-1.3167916,-0.51340264
474,15,23,-1.0782544,-0.50742799
475,15,24,-1.5473056,-0.50846844
476,15,25,-0.67088897,-0.50851129
477,15,26,-1.0557277,2.37308
478,15,27,-0.65481015,1.9212826
479,15,28,-0.20693877,1.7934065
480,15,29,-1.2182106,0.52252153
481,16,0,-0.72535432,2.379745
482,16,1,-0.83786282,4.5168321
483,16,2,-1.013462,3.859208
484,16,3,-0.46572995,3.7244427
485,16,4,-1.6913581,3.1393923
486,16,5,-0.89411332,2.9261079
487,16,6,-0.94373184,2.2997866
488,16,7,-0.27883962,1.696182
489,16,8,-1.5188553,-0.59178309
490,16,9,-1.5946845,-0.81938175
491,16,10,-1.3426236,-0.69864021
492,16,11,-1.1202842,-0.78811165
493,16,12,-0.80089137,-0.79904641
494,16,13,-0.65102328,-0.79758123
495,16,14,-0.024403606,-0.83914809
496,16,15,-0.5291322,-0.85323034
497,16,16,-1.0417177,-0.72437841
498,16,17,-1.0352262,-0.69133532
499,16,18,-1.0563815,-0.59313285
500,16,19,-0.73985536,-0.35453815
501,16,20,-1.1202047,0.12849366
502,16,21,-0.83886616,0.44666876
503,16,22,-2.0842919,0.58322902
504,16,23,-1.1412151,0.59047668
505,16,24,-1.5929567,-0.30885545
506,16,25,-1.3744438,-0.74675036
507,16,26,-1.016551,1.721985
508,16,27,-1.6013184,1.4417339
509,16,28,-1.4569079,1.3722998
510,16,29,-1.1742737,0.59484095
511,17,0,-1.4575411,5.73327
512,17,1,-0.66812559,4.8117164
513,17,2,-1.1113596,4.3585973
514,17,3,-0.34308432,4.1319516
515,17,4,-0.70083609,2.8208691
516,17,5,-1.6145191,2.7575291
517,17,6,-0.32822282,2.2529332
518,17,7,-1.147196,1.9764434
519,17,8,-0.95955295,0.66050503
520,17,9,-0.9377379,0.49371402
521,17,10,-1.1292483,0.095706907
522,17,11,-0.77008233,-0.91244857
523,17,12,0.081621931,-0.79446313
524,17,13,-1.2981814,-0.77657751
525,17,14,-0.96523733,0.47275137
526,17,15,-0.66715023,0.26334365
527,17,16,-1.0982995,0.025621811
528,17,17,-0.37828312,-0.40342482
529,17,18,-0.78065035,-0.52983597
530,17,19,-0.56298844,-0.62171742
531,17,20,-1.1533463,-0.67447973
532,17,21,-0.62034996,-0.40296917
533,17,22,-1.2457628,0.15788817
534,17,23,-0.24021575,0.23975693
535,17,24,-0.75377318,-0.20755453
536,17,25,-0.90916341,-0.50906911
537,17,26,-1.6005188,1.6600104
538,17,27,-1.2602611,1.2127346
539,17,28,-1.171491,1.0387611
540,17,29,-1.463888,0.33466363
541,18,0,-1.4113675,3.8548804
542,18,1,-1.2082199,3.7392993
543,18,2,-0.68190674,3.3424674
544,18,3,-1.5045847,3.2258957
545,18,4,-1.1234059,2.8458592
546,18,5,-1.5287978,2.7787733
547,18,6,-1.6484307,2.4010463
548,18,7,-1.2315116,2.2946952
549,18,8,-1.4515667,1.6397465
550,18,9,-1.3356381,1.6631487
551,18,10,-1.6126185,1.1246097
552,18,11,-1.3361607,0.84308191
553,18,12,-1.8873141,0.59225864
554,18,13,-1.6757601,0.28412143
555,18,14,-0.84046076,1.7230573
556,18,15,-1.3367653,1.4565294
557,18,16,-1.4637242,1.1471301
558,18,17,-1.3090239,0.84383401
559,18,18,-1.124379,0.60588905
560,18,19,-1.2461759,0.28512474
561,18,20,-1.6359913,0.093148699
562,18,21,-1.4760013,-0.10991662
563,18,22,-1.27784,-0.66606828
564,18,23,-1.1442174,-0.78920855
565,18,24,-1.3992806,-0.61374411
566,18,25,-0.8675101,-0.66801603
567,18,26,-1.4461691,2.1483969
568,18,27,-1.9022045,1.4664933
569,18,28,-1.530185,1.4068486
570,18,29,0.3253619,0.6729561
571,19,0,-0.92710486,1.3829355
572,19,1,-0.64851524,3.5847154
573,19,2,-0.17287512,3.1793024
574,19,3,-0.7542555,3.0107863
575,19,4,0.11078113,2.5736918
576,19,5,-1.4103976,2.478753
577,19,6,-1.0463559,2.1537552
578,19,7,-1.2347957,1.9028652
579,19,8,-0.50582154,1.1618954
580,19,9,-1.2502605,1.0358621
581,19,10,-0.46382362,0.69085275
582,19,11,-0.11837425,0.42165087
583,19,12,-0.16425306,-0.92970795
584,19,13,-0.46862795,-0.66121393
585,19,14,-0.6563887,1.3841976
586,19,15,-1.1738252,1.3453439
587,19,16,-1.2733796,1.2204488
588,19,17,-0.21488055,1.1482985
589,19,18,2.8086415,1.0291619
590,19,19,2.4076774,0.85121974
591,19,20,2.1105914,0.63636499
592,19,21,2.4669613,0.4008584
593,19,22,2.1726162,-0.18307716
594,19,23,1.0236364,-0.44307924
595,19,24,1.8294243,-0.89898009
596,19,25,1.3666233,-0.81181144
597,19,26,1.6083552,1.9655283
598,19,27,2.2194736,1.6754889
599,19,28,2.5227732,1.5296885
600,19,29,1.3319243,1.0883051
601,20,0,-1.4516799,2.2169604
602,20,1,-1.4452721,3.5003118
603,20,2,-1.0735985,3.1110123
604,20,3,-1.2672501,2.9779334
605,20,4,-0.70065033,2.5647326
606,20,5,-1.8999688,2.4928355
607,20,6,-1.5817058,2.2392038
608,20,7,-1.1126308,2.0510268
609,20,8,-1.9280325,1.6056143
610,20,9,-0.86083952,1.4621969
611,20,10,-1.5228447,1.4880701
612,20,11,-0.95691539,0.98472881
613,20,12,-0.73204122,0.52846651
614,20,13,-0.56823565,-0.38140914
615,20,14,-1.2497892,1.7065838
616,20,15,-1.5412049,1.6491567
617,20,16,-0.029799833,1.3939471
618,20,17,-1.3522434,1.2142859
619,20,18,-0.95515836,0.85120954
620,20,19,-0.47155622,0.51069968
621,20,20,-0.58745029,0.18739568
622,20,21,-1.4159553,-0.081959726
623,20,22,-1.2875925,-0.27859438
624,20,23,-0.85261328,-0.83924634
625,20,24,-1.2192243,-0.84103012
626,20,25,-1.1469607,-0.67447717
627,20,26,-1.7564192,2.1052147
628,20,27,-0.033326112,1.7051354
629,20,28,-1.3752193,1.563045
630,20,29,-1.0021882,0.9961617
631,21,0,-0.53445246,1.514367
632,21,1,-0.95435372,4.2297313
633,21,2,-0.80671095,3.768184
634,21,3,-1.2468315,3.6338877
635,21,4,-0.9643141,3.0321521
636,21,5,-1.2763088,2.8145691
637,21,6,-0.4257909,2.2459115
638,21,7,-1.6539739,1.632406
639,21,8,-0.023964525,-0.33404778
640,21,9,-0.72056942,-0.75984513
641,21,10,-0.68575347,-1.2509993
642,21,11,-0.898673,-1.0257679
643,21,12,-0.32934309,-1.0903156
644,21,13,-0.12748655,-1.1514891
645,21,14,-1.1907929,0.05749284
646,21,15,-0.45345929,0.068674821
647,21,16,-0.64526752,0.099172381
648,21,17,-1.0656805,0.20694218
649,21,18,-1.1707628,0.54867796
650,21,19,-1.1741661,0.55862075
651,21,20,-1.0604769,0.58152648
652,21,21,-0.18178742,0.56754084
653,21,22,-1.5679436,0.50863313
654,21,23,-1.2026326,0.17231837
655,21,24,-0.92486201,-0.68759557
656,21,25,-0.82454917,-0.96134282
657,21,26,-0.44795245,1.7962495
658,21,27,-0.57859294,1.5850531
659,21,28,-0.74727689,1.4800806
660,21,29,-0.80173649,0.94702821
661,22,0,-1.0860401,1.387369
662,22,1,-1.1993047,3.9151843
663,22,2,-1.1205787,3.4978121
664,22,3,-1.196342,3.3154749
665,22,4,-1.9522055,2.7954904
666,22,5,-1.2724857,2.6556715
667,22,6,-0.58827598,2.2013465
668,22,7,-1.0469528,1.7297816
669,22,8,-1.6139084,0.019518211
670,22,9,-1.1719739,-0.12670391
671,22,10,-1.4139494,-0.53860406
672,22,11,-0.92861395,-1.1495226
673,22,12,-1.0448008,-0.9453268
674,22,13,-0.92143405,-1.0621541
675,22,14,-1.5816028,0.53391331
676,22,15,-1.3650783,0.5844711
677,22,16,-1.034428,0.60572324
678,22,17,-1.7854559,0.66531084
679,22,18,-1.2352466,0.82038943
680,22,19,-1.386389,0.78236912
681,22,20,-1.5531868,0.75920306
682,22,21,-1.2215104,0.64550307
683,22,22,-1.0011379,0.45298607
684,22,23,-1.1816439,-0.069023495
685,22,24,-1.2276562,-0.76866281
686,22,25,-1.5200499,-0.91728478
687,22,26,-1.3457266,1.8788
688,22,27,1.0894583,1.6100512
689,22,28,0.92482173,1.5478888
690,22,29,0.54954441,1.0298192
691,23,0,-1.6761689,1.8345409
692,23,1,-1.8393631,3.361491
693,23,2,-1.8336474,2.9690876
694,23,3,-1.9145249,2.8320855
695,23,4,-1.7558387,2.4076852
696,23,5,-1.0183235,2.332117
697,23,6,-1.1306754,2.0546057
698,23,7,-1.310847,1.8789745
699,23,8,-1.8164125,1.4888811
700,23,9,-1.5676502,1.3972091
701,23,10,-1.7090048,1.3239486
702,23,11,-1.8381577,1.0780243
703,23,12,-2.0375562,0.95883574
704,23,13,-1.920577,0.3661137
705,23,14,-2.0704954,1.5071767
706,23,15,-1.2683563,1.4225007
707,23,16,-1.9104731,1.2567228
708,23,17,-2.3168621,1.1119702
709,23,18,-1.9383861,0.7546873
710,23,19,-1.693126,0.56597253
711,23,20,-1.7763622,0.3271107
712,23,21,-1.869454,0.068413209
713,23,22,-1.5974441,-0.28266258
714,23,23,-1.5572653,-0.60767223
715,23,24,-2.0565471,-0.89874554
716,23,25,-2.010004,-1.0512539
717,23,26,-1.5307578,1.8937918
718,23,27,-2.0165547,1.5157846
719,23,28,1.0405238,1.3985571
720,23,29,0.58608303,0.94624047
721,24,0,-1.3148891,3.7824613
722,24,1,-1.3508606,3.6700375
723,24,2,-0.57481938,3.3053144
724,24,3,-0.71378316,3.1812195
725,24,4,-1.7298737,2.8072244
726,24,5,-1.1608359,2.7327253
727,24,6,-1.4472945,2.4653761
728,24,7,-0.86289368,2.3038935
729,24,8,-0.67713836,1.8338693
730,24,9,-0.48048624,1.6678584
731,24,10,-1.3897807,1.1553745
732,24,11,-0.83240864,0.88705029
733,24,12,-0.47883842,0.54577351
734,24,13,-1.1849746,0.3119711
