id,t,sensor1,sensor2
5,24,0.1060293,-0.78463615
5,25,-0.32393784,-0.82625719
5,26,-0.88263273,1.9544485
5,27,-0.078209774,1.6895819
5,28,-0.47673375,1.598512
5,29,0.30925792,1.0740035
6,0,-0.96583857,5.2353233
6,1,-1.6445832,5.2889744
6,2,-1.8059354,4.5455263
6,3,-1.4996576,3.6588732
6,4,-0.92008793,3.016288
6,5,-1.1157058,2.9450044
6,6,-0.65019532,2.3500449
6,7,-0.91876634,1.9923778
6,8,-1.234708,1.1674971
6,9,-0.765662,0.87649577
6,10,-1.2495334,0.70877165
6,11,-1.7374618,-0.26591321
6,12,-1.5279887,-0.57268863
6,13,-0.079232916,-0.70644048
6,14,-1.7740892,0.87830409
6,15,-1.4501069,0.67039301
6,16,-0.9725906,0.38361581
6,17,-1.1061039,-0.080093658
6,18,-0.58549992,-0.25973931
6,19,0.65617666,-0.49349116
6,20,0.94089133,-0.70460738
6,21,0.12330073,-0.71368187
6,22,0.94435084,-0.20326073
6,23,0.96544329,0.050476599
6,24,0.65410243,-0.23629814
6,25,1.1691103,-0.37778208
6,26,1.2845549,1.7514115
6,27,0.34596186,1.2817107
6,28,0.73807776,0.98111379
6,29,0.27179429,0.3644882
7,0,-0.26430177,4.2486647
7,1,-0.29092547,4.1606307
7,2,-0.59856716,3.7450229
7,3,-0.51886312,3.6193933
7,4,-0.48859389,3.0757056
7,5,-0.40709142,2.9680067
7,6,-1.0714885,2.3431695
7,7,-1.0957057,2.3094415
7,8,-0.58450283,1.5858513
7,9,-1.0579088,1.4620697
7,10,-1.2733656,1.1094183
7,11,-0.54356665,1.0135686
7,12,-0.71343161,0.4507432
7,13,-0.70303256,-0.25216209
7,14,-0.74443222,1.4502819
7,15,1.9816132,1.255313
7,16,1.6268814,0.94666024
7,17,1.8749989,0.66108492
7,18,2.4378736,0.32370245
7,19,1.4256901,0.06588851
7,20,1.6729608,-0.34475397
7,21,1.6064739,-0.54319997
7,22,1.9180064,-0.75329667
7,23,1.6707558,-0.46000197
7,24,2.5869829,-0.4600692
7,25,2.8834608,-0.57304084
7,26,1.6354691,2.0339092
7,27,0.87473842,1.4285743
7,28,1.921256,1.2846296
7,29,1.0056443,0.54494054
8,0,-0.80371556,1.2911747
8,1,-0.048160532,3.862564
8,2,-1.2992782,3.4088377
8,3,-1.0722798,3.2846905
8,4,-1.004018,2.7657991
8,5,-0.51145233,2.6173381
8,6,-1.1732155,2.1922254
8,7,-0.42206193,1.7562326
8,8,-0.77931962,0.47759099
8,9,-1.0305855,0.12847294
8,10,-0.93986722,0.036009627
8,11,-0.31624486,-1.3181726
8,12,-1.0157915,-1.1204757
8,13,-0.83954942,-1.1901398
8,14,-0.88175329,0.81958661
8,15,-0.52385893,0.79683488
8,16,-1.4943161,0.75989617
8,17,-0.97704229,0.76650041
8,18,-1.1854062,0.82258488
8,19,-0.53754605,0.7713662
8,20,-0.90970421,0.73323483
8,21,-0.99280885,0.58640646
8,22,-0.14404907,0.20126083
8,23,-0.41761158,-0.15642197
8,24,-0.92892552,-0.85405377
8,25,-0.98542965,-1.0846542
8,26,-0.74808792,1.8515949
8,27,-1.1212723,1.6209608
8,28,-0.59163954,1.4962559
8,29,-0.57610482,1.0046574
9,0,-1.1864222,4.6030782
9,1,-0.89319697,4.4546614
9,2,-0.97773692,3.9640607
9,3,-0.63410927,3.7564851
9,4,-1.3848198,3.2091996
9,5,-1.2719261,3.0212328
9,6,-1.2121711,2.5651131
9,7,-1.4527917,2.089175
9,8,-0.93441701,1.500656
9,9,-1.1184247,1.1675112
9,10,-1.2555297,1.0562353
9,11,-0.55306942,0.62330183
9,12,-0.84833881,-0.5699884
9,13,-0.59113391,-0.71620957
9,14,-0.95791379,1.2147266
9,15,-1.1294229,1.0991678
9,16,-0.9333856,0.7950849
9,17,-0.58903566,0.50627013
9,18,-0.58371528,0.18444124
9,19,-1.1014271,-0.12576009
9,20,0.95476609,-0.45280642
9,21,0.4677592,-0.63710925
9,22,0.70443666,-0.69369002
9,23,0.57508016,-0.38478333
9,24,0.7102151,-0.44492853
9,25,0.91155929,-0.57457002
9,26,1.2105112,1.8665223
9,27,0.36599212,1.4494457
9,28,0.90830843,1.218625
9,29,0.87728523,0.57263686
10,0,-0.65330839,1.5809436
10,1,-1.2951848,4.385019
10,2,-0.45738382,4.0157144
10,3,-1.0920364,3.7885459
10,4,-1.6823461,3.1763812
10,5,-0.46181073,2.947596
10,6,-0.099362417,2.2208995
10,7,-0.83480913,1.4949352
10,8,-0.63588089,-0.94040567
10,9,-1.0005826,-1.1082039
10,10,-0.70228705,-0.98866827
10,11,-1.2797759,-1.0428827
10,12,-0.44286476,-1.0344326
10,13,-0.3440623,-1.0438034
10,14,-0.2339989,-0.67408123
10,15,0.1510754,-0.70444145
10,16,-1.1041234,-0.59798341
10,17,-0.39498416,-0.4548397
10,18,-0.43615021,0.087544025
10,19,-0.34559941,0.16916244
10,20,-0.28136512,0.40621949
10,21,-1.5286384,0.52925386
10,22,-0.32386013,0.52261883
10,23,-0.049352715,0.25392285
10,24,-0.37726411,-0.52045691
10,25,-0.7631592,-0.7979371
10,26,-1.0340353,1.671699
10,27,-0.33223679,1.5215646
10,28,-0.28020547,1.4462963
10,29,-0.13788494,0.82838151
11,0,-0.54187618,1.5518234
11,1,-1.016107,4.3910906
11,2,-1.0799024,3.965135
11,3,-1.1856653,3.826927
11,4,-0.79245206,3.2049379
11,5,-0.7545928,2.9365054
11,6,-0.057041218,2.2558902
11,7,-0.43711047,1.5354929
11,8,-1.071181,-0.83579175
11,9,-1.4760344,-0.90548356
11,10,0.47155477,-0.89372784
11,11,-1.3671025,-0.94274258
11,12,-0.60705672,-1.0117915
11,13,-0.48991875,-0.99974333
11,14,-0.45555956,-0.81083953
11,15,-0.12168338,-0.82157215
11,16,0.11616472,-0.46371248
11,17,-0.45235069,-0.19136096
11,18,-1.0259192,-0.09861953
11,19,-0.24586055,0.17339543
11,20,-0.42968726,0.54517632
11,21,-0.2687588,0.47777698
11,22,-0.2634656,0.57006945
11,23,-1.2946923,0.40707723
11,24,-1.2626041,-0.47098358
11,25,-0.50661322,-0.81994326
11,26,-0.70429625,1.6480997
11,27,-0.45876713,1.5231257
11,28,-0.10284621,1.4262681
11,29,-0.18754201,0.7943362
12,0,-1.9453272,1.5765373
12,1,-1.4498402,3.5510715
12,2,-1.4889456,3.208341
12,3,-1.8004841,3.0489064
12,4,-2.3130602,2.6195927
12,5,-1.7720853,2.5335899
12,6,-2.1548821,2.2295608
12,7,-1.3312254,1.9913692
12,8,-2.2651396,1.448427
12,9,-1.8002112,1.2273894
12,10,-1.5211081,1.0607845
12,11,-2.3136114,0.60186096
12,12,-1.561571,-0.33739473
12,13,-1.6647261,-0.37963139
12,14,-2.0304364,1.5386015
12,15,-1.8441364,1.4876553
12,16,-1.3269888,1.3332129
12,17,-1.1846436,1.2406999
12,18,-1.3397858,0.9571456
12,19,-1.5957733,0.75018203
12,20,-1.4135873,0.4412533
12,21,-1.6941628,0.052675218
12,22,-1.9501844,-0.29494008
12,23,-2.3001641,-0.6750512
12,24,0.74808219,-0.86382282
12,25,-0.57759913,-0.69259874
12,26,-0.42445897,2.0745685
12,27,0.94431756,1.7064748
12,28,0.29521697,1.5768617
12,29,-0.14963383,1.1043055
13,0,0.045628238,4.064052
13,1,-1.1299653,5.0051305
13,2,-0.52060748,4.4500364
13,3,-1.0671846,4.0526648
13,4,-1.3322887,2.8911927
13,5,-0.86241869,2.7555994
13,6,-1.0303567,2.2624024
13,7,-1.0694771,1.8301052
13,8,-0.28594248,0.36585491
13,9,-1.2188799,0.052451756
13,10,-0.2853232,-0.95973546
13,11,-0.26678976,-0.79351642
13,12,-0.23816393,-0.6989787
13,13,-0.52411757,-0.76063844
13,14,-0.91334663,0.051779111
13,15,-1.4738832,-0.16896268
13,16,-0.5042288,-0.50538296
13,17,-0.56962935,-0.51663428
13,18,-0.5336179,-0.58635832
13,19,-0.39170401,-0.53507379
13,20,-0.088669402,-0.36331271
13,21,-0.24544549,0.073630423
13,22,-0.48796857,0.42059853
13,23,-1.0758748,0.45031775
13,24,-0.77054165,-0.24224653
13,25,0.12178557,-0.64035681
13,26,-0.60312755,1.8226914
13,27,-0.7284997,1.3535775
13,28,-0.96412858,1.2164965
13,29,-1.4459043,0.58600328
14,0,-0.41319747,5.1854563
14,1,-0.40093457,5.0373163
14,2,-0.48202739,4.0086048
14,3,-1.4029714,4.3493322
14,4,-1.6825953,3.1197462
14,5,-0.88150431,2.735275
14,6,-0.96358359,2.3697639
14,7,-0.97870607,2.0824775
14,8,-1.3344809,1.2925376
14,9,0.088190119,1.0433417
14,10,-1.1303511,0.86734478
14,11,-1.3037927,0.38000102
14,12,-0.576292,-0.8372522
14,13,-0.80818222,-0.63095902
14,14,-0.76819006,1.0524182
14,15,-0.70830676,0.81107599
14,16,-0.63691403,0.34690709
14,17,-1.0719855,0.19406733
14,18,-1.2748177,-0.15538273
14,19,-1.514769,-0.52365343
14,20,-0.81623903,-0.67388172
14,21,-1.4044429,-0.65286872
14,22,-0.81263258,-0.56048598
14,23,-0.6779068,-0.11372104
14,24,-0.86784401,-0.28046218
14,25,-1.4520855,-0.46395112
14,26,-1.2336377,1.7816961
14,27,-0.56150592,1.2036296
14,28,-0.36480873,1.009399
14,29,-0.35453427,0.37658043
15,0,-1.6591204,3.5560642
15,1,-1.0013096,3.5364839
15,2,0.34228684,3.1978811
15,3,-1.2260096,3.1006739
15,4,-0.1731617,2.7443704
15,5,-1.4114839,2.6792792
15,6,-1.0705067,2.5108681
15,7,-0.74977327,2.4038988
15,8,-0.75264826,2.083134
15,9,-0.97470965,1.9858678
15,10,-1.1844693,1.5034445
15,11,-0.69375462,0.48542606
15,12,-0.67208712,-0.50851305
15,13,-1.2442349,-0.50850933
15,14,-0.70470835,2.0844012
15,15,-0.95562658,1.9287528
15,16,-0.91030487,1.5375923
15,17,-0.43087698,0.82577407
15,18,-1.0729946,0.20639391
15,19,-1.2600261,-0.39438567
15,20,-0.93508957,-0.54223541
15,21,-0.91345644,-0.4970198
15,22,-1.3167916,-0.51340264
15,23,-1.0782544,-0.50742799
15,24,-1.5473056,-0.50846844
15,25,-0.67088897,-0.50851129
15,26,-1.0557277,2.37308
15,27,-0.65481015,1.9212826
15,28,-0.20693877,1.7934065
15,29,-1.2182106,0.52252153
16,0,-0.72535432,2.379745
16,1,-0.83786282,4.5168321
16,2,-1.013462,3.859208
16,3,-0.46572995,3.7244427
16,4,-1.6913581,3.1393923
16,5,-0.89411332,2.9261079
16,6,-0.94373184,2.2997866
16,7,-0.27883962,1.696182
16,8,-1.5188553,-0.59178309
16,9,-1.5946845,-0.81938175
16,10,-1.3426236,-0.69864021
16,11,-1.1202842,-0.78811165
16,12,-0.80089137,-0.79904641
16,13,-0.65102328,-0.79758123
16,14,-0.024403606,-0.83914809
16,15,-0.5291322,-0.85323034
16,16,-1.0417177,-0.72437841
16,17,-1.0352262,-0.69133532
16,18,-1.0563815,-0.59313285
16,19,-0.73985536,-0.35453815
16,20,-1.1202047,0.12849366
16,21,-0.83886616,0.44666876
16,22,-2.0842919,0.58322902
16,23,-1.1412151,0.59047668
16,24,-1.5929567,-0.30885545
16,25,-1.3744438,-0.74675036
16,26,-1.016551,1.721985
16,27,-1.6013184,1.4417339
16,28,-1.4569079,1.3722998
16,29,-1.1742737,0.59484095
17,0,-1.4575411,5.73327
17,1,-0.66812559,4.8117164
17,2,-1.1113596,4.3585973
17,3,-0.34308432,4.1319516
17,4,-0.70083609,2.8208691
17,5,-1.6145191,2.7575291
17,6,-0.32822282,2.2529332
17,7,-1.147196,1.9764434
17,8,-0.95955295,0.66050503
17,9,-0.9377379,0.49371402
17,10,-1.1292483,0.095706907
17,11,-0.77008233,-0.91244857
17,12,0.081621931,-0.79446313
17,13,-1.2981814,-0.77657751
17,14,-0.96523733,0.47275137
17,15,-0.66715023,0.26334365
17,16,-1.0982995,0.025621811
17,17,-0.37828312,-0.40342482
17,18,-0.78065035,-0.52983597
17,19,-0.56298844,-0.62171742
17,20,-1.1533463,-0.67447973
17,21,-0.62034996,-0.40296917
17,22,-1.2457628,0.15788817
17,23,-0.24021575,0.23975693
17,24,-0.75377318,-0.20755453
17,25,-0.90916341,-0.50906911
17,26,-1.6005188,1.6600104
17,27,-1.2602611,1.2127346
17,28,-1.171491,1.0387611
17,29,-1.463888,0.33466363
18,0,-1.4113675,3.8548804
18,1,-1.2082199,3.7392993
18,2,-0.68190674,3.3424674
18,3,-1.5045847,3.2258957
18,4,-1.1234059,2.8458592
18,5,-1.5287978,2.7787733
18,6,-1.6484307,2.4010463
18,7,-1.2315116,2.2946952
18,8,-1.4515667,1.6397465
18,9,-1.3356381,1.6631487
18,10,-1.6126185,1.1246097
18,11,-1.3361607,0.84308191
18,12,-1.8873141,0.59225864
18,13,-1.6757601,0.28412143
18,14,-0.84046076,1.7230573
18,15,-1.3367653,1.4565294
18,16,-1.4637242,1.1471301
18,17,-1.3090239,0.84383401
18,18,-1.124379,0.60588905
18,19,-1.2461759,0.28512474
18,20,-1.6359913,0.093148699
18,21,-1.4760013,-0.10991662
18,22,-1.27784,-0.66606828
18,23,-1.1442174,-0.78920855
18,24,-1.3992806,-0.61374411
18,25,-0.8675101,-0.66801603
18,26,-1.4461691,2.1483969
18,27,-1.9022045,1.4664933
18,28,-1.530185,1.4068486
18,29,0.3253619,0.6729561
19,0,-0.92710486,1.3829355
19,1,-0.64851524,3.5847154
19,2,-0.17287512,3.1793024
19,3,-0.7542555,3.0107863
19,4,0.11078113,2.5736918
19,5,-1.4103976,2.478753
19,6,-1.0463559,2.1537552
19,7,-1.2347957,1.9028652
19,8,-0.50582154,1.1618954
19,9,-1.2502605,1.0358621
19,10,-0.46382362,0.69085275
19,11,-0.11837425,0.42165087
19,12,-0.16425306,-0.92970795
19,13,-0.46862795,-0.66121393
19,14,-0.6563887,1.3841976
19,15,-1.1738252,1.3453439
19,16,-1.2733796,1.2204488
19,17,-0.21488055,1.1482985
19,18,2.8086415,1.0291619
19,19,2.4076774,0.85121974
19,20,2.1105914,0.63636499
19,21,2.4669613,0.4008584
19,22,2.1726162,-0.18307716
19,23,1.0236364,-0.44307924
19,24,1.8294243,-0.89898009
19,25,1.3666233,-0.81181144
19,26,1.6083552,1.9655283
19,27,2.2194736,1.6754889
19,28,2.5227732,1.5296885
19,29,1.3319243,1.0883051
20,0,-1.4516799,2.2169604
20,1,-1.4452721,3.5003118
20,2,-1.0735985,3.1110123
20,3,-1.2672501,2.9779334
20,4,-0.70065033,2.5647326
20,5,-1.8999688,2.4928355
20,6,-1.5817058,2.2392038
20,7,-1.1126308,2.0510268
20,8,-1.9280325,1.6056143
20,9,-0.86083952,1.4621969
20,10,-1.5228447,1.4880701
20,11,-0.95691539,0.98472881
20,12,-0.73204122,0.52846651
20,13,-0.56823565,-0.38140914
20,14,-1.2497892,1.7065838
20,15,-1.5412049,1.6491567
20,16,-0.029799833,1.3939471
20,17,-1.3522434,1.2142859
20,18,-0.95515836,0.85120954
20,19,-0.47155622,0.51069968
20,20,-0.58745029,0.18739568
20,21,-1.4159553,-0.081959726
20,22,-1.2875925,-0.27859438
20,23,-0.85261328,-0.83924634
20,24,-1.2192243,-0.84103012
20,25,-1.1469607,-0.67447717
20,26,-1.7564192,2.1052147
20,27,-0.033326112,1.7051354
20,28,-1.3752193,1.563045
20,29,-1.0021882,0.9961617
21,0,-0.53445246,1.514367
21,1,-0.95435372,4.2297313
21,2,-0.80671095,3.768184
21,3,-1.2468315,3.6338877
21,4,-0.9643141,3.0321521
21,5,-1.2763088,2.8145691
21,6,-0.4257909,2.2459115
21,7,-1.6539739,1.632406
21,8,-0.023964525,-0.33404778
21,9,-0.72056942,-0.75984513
21,10,-0.68575347,-1.2509993
21,11,-0.898673,-1.0257679
21,12,-0.32934309,-1.0903156
21,13,-0.12748655,-1.1514891
21,14,-1.1907929,0.05749284
21,15,-0.45345929,0.068674821
21,16,-0.64526752,0.099172381
21,17,-1.0656805,0.20694218
21,18,-1.1707628,0.54867796
21,19,-1.1741661,0.55862075
21,20,-1.0604769,0.58152648
21,21,-0.18178742,0.56754084
21,22,-1.5679436,0.50863313
21,23,-1.2026326,0.17231837
21,24,-0.92486201,-0.68759557
21,25,-0.82454917,-0.96134282
21,26,-0.44795245,1.7962495
21,27,-0.57859294,1.5850531
21,28,-0.74727689,1.4800806
21,29,-0.80173649,0.94702821
22,0,-1.0860401,1.387369
22,1,-1.1993047,3.9151843
22,2,-1.1205787,3.4978121
22,3,-1.196342,3.3154749
22,4,-1.9522055,2.7954904
22,5,-1.2724857,2.6556715
22,6,-0.58827598,2.2013465
22,7,-1.0469528,1.7297816
22,8,-1.6139084,0.019518211
22,9,-1.1719739,-0.12670391
22,10,-1.4139494,-0.53860406
22,11,-0.92861395,-1.1495226
22,12,-1.0448008,-0.9453268
22,13,-0.92143405,-1.0621541
22,14,-1.5816028,0.53391331
22,15,-1.3650783,0.5844711
22,16,-1.034428,0.60572324
22,17,-1.7854559,0.66531084
22,18,-1.2352466,0.82038943
22,19,-1.386389,0.78236912
22,20,-1.5531868,0.75920306
22,21,-1.2215104,0.64550307
22,22,-1.0011379,0.45298607
22,23,-1.1816439,-0.069023495
22,24,-1.2276562,-0.76866281
22,25,-1.5200499,-0.91728478
22,26,-1.3457266,1.8788
22,27,1.0894583,1.6100512
22,28,0.92482173,1.5478888
22,29,0.54954441,1.0298192
23,0,-1.6761689,1.8345409
23,1,-1.8393631,3.361491
23,2,-1.8336474,2.9690876
23,3,-1.9145249,2.8320855
23,4,-1.7558387,2.4076852
23,5,-1.0183235,2.332117
23,6,-1.1306754,2.0546057
23,7,-1.310847,1.8789745
23,8,-1.8164125,1.4888811
23,9,-1.5676502,1.3972091
23,10,-1.7090048,1.3239486
23,11,-1.8381577,1.0780243
23,12,-2.0375562,0.95883574
23,13,-1.920577,0.3661137
23,14,-2.0704954,1.5071767
23,15,-1.2683563,1.4225007
23,16,-1.9104731,1.2567228
23,17,-2.3168621,1.1119702
23,18,-1.9383861,0.7546873
23,19,-1.693126,0.56597253
23,20,-1.7763622,0.3271107
23,21,-1.869454,0.068413209
23,22,-1.5974441,-0.28266258
23,23,-1.5572653,-0.60767223
23,24,-2.0565471,-0.89874554
23,25,-2.010004,-1.0512539
23,26,-1.5307578,1.8937918
23,27,-2.0165547,1.5157846
23,28,1.0405238,1.3985571
23,29,0.58608303,0.94624047
24,0,-1.3148891,3.7824613
24,1,-1.3508606,3.6700375
24,2,-0.57481938,3.3053144
24,3,-0.71378316,3.1812195
24,4,-1.7298737,2.8072244
24,5,-1.1608359,2.7327253
24,6,-1.4472945,2.4653761
24,7,-0.86289368,2.3038935
24,8,-0.67713836,1.8338693
24,9,-0.48048624,1.6678584
24,10,-1.3897807,1.1553745
24,11,-0.83240864,0.88705029
24,12,-0.47883842,0.54577351
24,13,-1.1849746,0.3119711
24,14,-1.254646,1.7123197
24,15,0.013948421,1.4108322
24,16,-0.55525262,1.1240916
24,17,-0.81958545,1.0311665
24,18,-0.43060757,0.45988447
24,19,-0.36180528,0.33031628
24,20,-0.69913679,0.029891547
24,21,-0.46318072,-0.067442868
24,22,-1.0384395,-0.69295175
24,23,-0.87191076,-0.81589167
24,24,0.16235142,-0.65952889
24,25,-1.5517221,-0.60659805
24,26,-0.56442558,2.0967524
24,27,-0.85008979,1.6471812
24,28,-1.1442167,1.4445784
24,29,1.5509345,0.76935563
25,0,-0.19092144,3.9970121
25,1,-0.61605133,3.9014405
25,2,-0.59802857,3.5445862
25,3,-0.62544699,3.442377
25,4,-0.15250752,3.0159867
25,5,-0.76632987,2.894786
25,6,-0.34225875,2.5565522
25,7,-0.11039777,2.3018589
25,8,0.0021554996,1.6685557
25,9,-0.7836308,1.4110285
25,10,-0.61089988,0.90087343
25,11,0.10658067,0.61358826
25,12,-0.81204476,0.57439296
25,13,-0.35879075,-0.10632107
25,14,-0.81303783,1.4937303
25,15,-0.70709442,1.3127256
25,16,-0.38788188,0.97812395
25,17,0.10734169,0.81322103
25,18,-0.44572221,0.44650379
25,19,-1.1672573,0.16225459
25,20,-0.54807132,-0.02178088
25,21,-1.1710333,-0.46500149
25,22,-1.5631386,-0.74763623
25,23,-0.48156384,-0.77969507
25,24,-1.1722147,-0.67498449
25,25,-1.6866007,-0.62165653
25,26,-0.88472583,2.0162315
25,27,-0.010229059,1.5779238
25,28,2.8985263,1.3349778
25,29,2.216239,0.68078973
26,0,-0.19181256,4.7184601
26,1,-0.046090166,4.5828392
26,2,-1.3652374,4.1483215
26,3,-0.90739761,3.8368489
26,4,-0.86673694,3.1721896
26,5,-1.1901317,3.0765296
26,6,-1.1332513,2.4111896
26,7,-0.32619413,2.1361915
26,8,-0.42989176,1.4768764
26,9,-0.37947372,1.1852132
26,10,-0.42582009,1.0935833
26,11,-0.27383201,0.7966478
26,12,-0.5421093,-0.11084936
26,13,-0.79264571,-0.53225726
26,14,-0.73954924,1.1979936
26,15,-0.39676505,1.0143441
26,16,0.78820313,0.73825804
26,17,-1.0095844,0.38036514
26,18,-1.0214569,0.099694242
26,19,0.26665859,-0.13333416
26,20,-0.40838054,-0.62067839
26,21,-1.0943337,-0.66184295
26,22,-0.92151321,-0.61235473
26,23,-0.46141375,-0.26068527
26,24,-0.11788893,-0.39071194
26,25,-0.80826569,-0.49184511
26,26,0.5702656,1.9073346
26,27,-0.93735109,1.3867299
26,28,-0.12921794,1.1351104
26,29,0.67218407,0.43819376
27,0,-0.18049272,3.3331226
27,1,-0.98893115,3.351047
27,2,-0.30170209,2.9754949
27,3,-0.47536458,2.8748825
27,4,-1.1352694,2.4762719
27,5,-0.057289223,2.4095135
27,6,-1.0255147,2.1626486
27,7,-0.35605223,2.0187287
27,8,-1.5512765,1.6659124
27,9,-0.62007436,1.5776464
